SeniorCitizen,tenure,MonthlyCharges,TotalCharges,ChurnBinary,ARPM,CLV_proxy,ServiceCount,ContractRiskScore,HighRiskFlag,ElectronicCheckFlag,NewCustomerFlag,LongTermCustomerFlag,PremiumCustomerFlag,TotalRiskScore,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureSegment_Established,TenureSegment_Loyal,TenureSegment_New,ChargesSegment_Low,ChargesSegment_Medium,ChargesSegment_Premium,PredictedChurn,ChurnProbability,TopRiskFactor,RetentionRecommendation
1,71,24.85,1901.0,0,26.774647887323944,1764.35,2,1,0,0,0,1,0,1,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,2,49.2,103.7,0,51.85,98.4,3,3,0,0,1,0,0,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.0004871487,ChurnBinary,Contact customer proactively
0,1,25.85,25.85,0,25.85,25.85,1,2,0,0,1,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,0,0.00024078379,ChurnBinary,Contact customer proactively
0,72,115.5,8425.15,0,117.01597222222222,8316.0,9,1,0,1,0,1,1,2,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,0,0.00021189748,ChurnBinary,Contact customer proactively
0,6,85.95,514.6,0,85.76666666666667,515.7,4,3,1,0,0,0,0,4,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0,0.00070010836,ChurnBinary,Contact customer proactively
0,1,85.55,85.55,1,85.55,85.55,4,3,1,0,1,0,0,5,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1,0.99950564,ChurnBinary,Contact customer proactively
1,20,89.95,1648.45,0,82.4225,1799.0,4,3,0,1,0,0,1,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,0.0005400095,ChurnBinary,Contact customer proactively
0,1,88.35,88.35,1,88.35,88.35,4,3,1,1,1,0,0,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,1,0.999516,ChurnBinary,Contact customer proactively
0,12,20.05,265.45,0,22.120833333333334,240.6,1,3,0,0,0,0,0,3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,0,0.0002605275,ChurnBinary,Contact customer proactively
0,9,24.95,190.25,0,21.13888888888889,224.55,1,3,0,1,0,0,0,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,0,0.0004640956,ChurnBinary,Contact customer proactively
0,12,20.1,223.6,0,18.633333333333333,241.2,1,3,0,0,0,0,0,3,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.00025833896,ChurnBinary,Contact customer proactively
0,1,49.9,49.9,0,49.9,49.9,3,3,0,1,1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0,0.0005587502,ChurnBinary,Contact customer proactively
0,17,19.65,351.55,0,20.679411764705883,334.04999999999995,1,2,0,0,0,0,0,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0.00017376519,ChurnBinary,Contact customer proactively
0,12,79.55,958.25,0,79.85416666666667,954.6,4,3,0,0,0,0,0,3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0,0.0004521441,ChurnBinary,Contact customer proactively
0,12,106.7,1253.9,1,104.49166666666667,1280.4,7,3,0,1,0,0,1,4,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0.9994498,ChurnBinary,Contact customer proactively
0,15,55.7,899.8,1,59.986666666666665,835.5,4,3,0,0,0,0,0,3,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0.9986965,ChurnBinary,Contact customer proactively
0,71,99.0,6994.6,0,98.51549295774647,7029.0,7,1,0,1,0,1,1,2,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,0,0.00019931326,ChurnBinary,Contact customer proactively
0,30,85.0,2624.25,1,87.475,2550.0,4,3,0,1,0,0,0,4,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,1,0.99935,ChurnBinary,Contact customer proactively
0,33,20.15,682.15,0,20.67121212121212,664.9499999999999,1,2,0,0,0,0,0,2,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,1,19.9,19.9,0,19.9,19.9,1,3,0,0,1,0,0,4,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.00043073384,ChurnBinary,Contact customer proactively
0,62,70.45,4300.45,0,69.36209677419355,4367.900000000001,5,3,0,0,0,1,0,3,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0,0.00024682752,ChurnBinary,Contact customer proactively
0,72,116.8,8456.75,0,117.45486111111111,8409.6,9,1,0,0,0,1,1,1,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,0,0.0002075767,ChurnBinary,Contact customer proactively
0,30,66.3,1923.5,0,64.11666666666666,1989.0,5,3,0,0,0,0,0,3,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0,0.0002579474,ChurnBinary,Contact customer proactively
0,3,20.55,57.4,0,19.133333333333333,61.650000000000006,1,2,0,0,1,0,0,3,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,0,0.00021456403,ChurnBinary,Contact customer proactively
0,28,90.45,2509.25,0,89.61607142857143,2532.6,5,2,0,1,0,0,1,3,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,0,0.00033020813,ChurnBinary,Contact customer proactively
0,30,94.3,2679.7,0,89.32333333333332,2829.0,6,3,0,0,0,0,1,3,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,0,0.00046591894,ChurnBinary,Contact customer proactively
0,12,19.0,233.55,1,19.4625,228.0,1,3,0,0,0,0,0,3,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,1,0.998536,ChurnBinary,Contact customer proactively
0,51,24.6,1266.4,0,24.83137254901961,1254.6,2,2,0,0,0,1,0,2,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,15,45.9,693.45,0,46.23,688.5,5,2,0,0,0,0,0,2,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0.00018504074,ChurnBinary,Contact customer proactively
0,72,25.1,1790.8,0,24.87222222222222,1807.2,2,1,0,0,0,1,0,1,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,32,108.15,3432.9,1,107.278125,3460.8,8,3,0,0,0,0,1,3,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,1,0.9991418,ChurnBinary,Contact customer proactively
1,6,74.1,450.9,0,75.14999999999999,444.6,3,3,1,1,0,0,0,5,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0,0.0006493655,ChurnBinary,Contact customer proactively
0,63,70.8,4448.8,0,70.61587301587302,4460.4,6,2,0,0,0,1,0,2,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0,0.00017738654,ChurnBinary,Contact customer proactively
1,11,95.15,997.65,1,90.69545454545454,1046.65,5,3,1,0,0,0,1,4,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,1,0.99946505,ChurnBinary,Contact customer proactively
0,19,61.55,1093.2,0,57.53684210526316,1169.45,4,3,0,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0.00027637256,ChurnBinary,Contact customer proactively
0,64,73.05,4688.65,0,73.26015625,4675.2,6,2,0,0,0,1,0,2,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,0,0.00021179185,ChurnBinary,Contact customer proactively
0,7,69.45,477.05,0,68.15,486.15,6,2,0,1,0,0,0,3,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0,0.00025171496,ChurnBinary,Contact customer proactively
1,4,20.05,91.45,0,22.8625,80.2,1,3,0,0,1,0,0,4,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.00031391918,ChurnBinary,Contact customer proactively
0,7,19.95,147.5,0,21.071428571428573,139.65,1,3,0,0,0,0,0,3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,0,0.00025712946,ChurnBinary,Contact customer proactively
0,4,90.4,356.65,0,89.1625,361.6,5,3,1,1,1,0,1,6,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,0,0.00072800077,ChurnBinary,Contact customer proactively
0,3,74.55,233.65,0,77.88333333333334,223.65,3,3,1,1,1,0,0,6,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0,0.0006493655,ChurnBinary,Contact customer proactively
1,65,53.5,3517.9,0,54.121538461538464,3477.5,5,1,0,0,0,1,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,42,63.7,2763.35,0,65.79404761904762,2675.4,5,2,0,0,0,1,0,2,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,0,0.00021175951,ChurnBinary,Contact customer proactively
0,26,75.0,1908.35,0,73.39807692307691,1950.0,6,2,0,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0,0.00020734109,ChurnBinary,Contact customer proactively
0,48,25.05,1171.5,0,24.40625,1202.4,2,2,0,0,0,1,0,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,69,99.35,6856.45,0,99.36884057971014,6855.15,6,1,0,1,0,1,1,2,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,0,0.00021652608,ChurnBinary,Contact customer proactively
0,17,44.45,792.15,0,46.59705882352941,755.6500000000001,4,2,0,0,0,0,0,2,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0.00017987049,ChurnBinary,Contact customer proactively
0,1,21.0,21.0,1,21.0,21.0,1,3,0,1,1,0,0,5,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,1,0.9991412,ChurnBinary,Contact customer proactively
0,4,76.65,333.6,1,83.4,306.6,3,3,1,0,1,0,0,5,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,0.9994789,ChurnBinary,Contact customer proactively
1,34,96.35,3190.25,0,93.83088235294116,3275.9,6,3,0,1,0,0,1,4,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0,0.00051931106,ChurnBinary,Contact customer proactively
0,2,70.35,139.25,0,69.625,140.7,2,3,0,1,1,0,0,5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0,0.0006559429,ChurnBinary,Contact customer proactively
0,1,50.45,50.45,1,50.45,50.45,3,3,0,0,1,0,0,4,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.9992461,ChurnBinary,Contact customer proactively
0,12,20.3,246.7,0,20.558333333333334,243.6,1,3,0,0,0,0,0,3,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.00025833896,ChurnBinary,Contact customer proactively
0,38,69.5,2625.25,0,69.08552631578948,2641.0,2,3,0,0,0,1,0,3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,0,0.0003890147,ChurnBinary,Contact customer proactively
0,31,80.55,2471.6,0,79.7290322580645,2497.05,7,1,0,0,0,0,0,1,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,67,108.75,7156.2,1,106.8089552238806,7286.25,8,1,0,0,0,1,1,1,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,1,0.9983821,ChurnBinary,Contact customer proactively
0,22,88.75,1885.15,0,85.68863636363636,1952.5,5,3,0,1,0,0,0,4,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0.0006056349,ChurnBinary,Contact customer proactively
0,63,81.2,4965.1,0,78.81111111111112,5115.6,4,2,0,0,0,1,0,2,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,0,0.00017758504,ChurnBinary,Contact customer proactively
0,70,79.6,5589.45,0,79.84928571428571,5572.0,7,1,0,0,0,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,1,20.45,20.45,0,20.45,20.45,1,3,0,0,1,0,0,4,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.000425583,ChurnBinary,Contact customer proactively
0,49,100.45,4941.8,1,100.8530612244898,4922.05,6,2,0,0,0,1,1,2,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,1,0.9986047,ChurnBinary,Contact customer proactively
1,71,89.45,6435.25,0,90.63732394366195,6350.95,5,1,0,0,0,1,0,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0,0.00016103535,ChurnBinary,Contact customer proactively
0,23,66.25,1533.8,0,66.68695652173913,1523.75,6,2,0,0,0,0,0,2,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0,0.00017926916,ChurnBinary,Contact customer proactively
0,72,90.8,6397.6,0,88.85555555555555,6537.599999999999,9,1,0,0,0,1,1,1,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,0,0.00015802041,ChurnBinary,Contact customer proactively
0,72,71.45,5025.85,0,69.80347222222223,5144.400000000001,6,1,0,0,0,1,0,1,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,2,69.75,144.55,1,72.275,139.5,2,3,0,0,1,0,0,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.999371,ChurnBinary,Contact customer proactively
0,42,59.65,2536.55,0,60.394047619047626,2505.3,5,3,0,0,0,1,0,3,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.00025726092,ChurnBinary,Contact customer proactively
0,47,19.75,948.9,0,20.18936170212766,928.25,1,1,0,0,0,1,0,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,29,19.85,535.05,0,18.45,575.6500000000001,1,2,0,0,0,0,0,2,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,72,63.8,4684.3,0,65.05972222222222,4593.599999999999,7,1,0,0,0,1,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,1,69.55,69.55,1,69.55,69.55,2,3,0,1,1,0,0,5,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,1,0.99951303,ChurnBinary,Contact customer proactively
0,40,51.1,2092.9,0,52.322500000000005,2044.0,3,3,0,1,0,1,0,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0,0.00036666155,ChurnBinary,Contact customer proactively
0,1,62.05,62.05,1,62.05,62.05,5,3,0,0,1,0,0,4,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.9991346,ChurnBinary,Contact customer proactively
1,1,85.0,85.0,1,85.0,85.0,4,3,1,1,1,0,0,6,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,1,0.999516,ChurnBinary,Contact customer proactively
0,70,98.3,6859.5,1,97.99285714285716,6881.0,6,1,0,0,0,1,1,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1,0.99814963,ChurnBinary,Contact customer proactively
0,49,19.9,1022.6,0,20.869387755102043,975.1,1,1,0,0,0,1,0,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
0,17,76.65,1313.55,1,77.26764705882353,1303.0500000000002,3,3,0,1,0,0,0,4,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0.9993799,ChurnBinary,Contact customer proactively
0,33,66.4,2245.4,0,68.04242424242425,2191.2000000000003,5,3,0,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,0,0.00025944007,ChurnBinary,Contact customer proactively
1,17,100.45,1622.45,1,95.43823529411765,1707.65,6,3,0,0,0,0,1,3,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,1,0.9992099,ChurnBinary,Contact customer proactively
0,21,75.9,1549.75,0,73.79761904761905,1593.9,6,2,0,0,0,0,0,2,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,0,0.00021378783,ChurnBinary,Contact customer proactively
0,35,85.95,3110.1,1,88.86,3008.25,8,2,0,0,0,0,0,2,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,1,0.99816763,ChurnBinary,Contact customer proactively
0,12,60.65,743.3,0,61.94166666666666,727.8,6,2,0,1,0,0,0,3,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,0,0.0002818486,ChurnBinary,Contact customer proactively
0,9,50.85,466.6,0,51.84444444444445,457.65,3,3,0,0,0,0,0,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.0002901907,ChurnBinary,Contact customer proactively
0,72,24.45,1709.1,0,23.7375,1760.4,2,1,0,0,0,1,0,1,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0.00015802041,ChurnBinary,Contact customer proactively
1,18,59.1,1011.05,0,56.16944444444445,1063.8,4,3,0,0,0,0,0,3,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,0,0.0002810128,ChurnBinary,Contact customer proactively
0,58,109.1,6393.65,0,110.2353448275862,6327.799999999999,8,1,0,0,0,1,1,1,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,0,0.00026674604,ChurnBinary,Contact customer proactively
1,30,101.3,2974.5,0,99.15,3039.0,6,3,0,1,0,0,1,4,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,0,0.00054455263,ChurnBinary,Contact customer proactively
0,56,115.85,6567.9,0,117.28392857142856,6487.599999999999,9,1,0,0,0,1,1,1,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,0,0.0002548521,ChurnBinary,Contact customer proactively
0,10,94.9,1048.85,1,104.885,949.0,5,3,1,1,0,0,1,5,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0.999491,ChurnBinary,Contact customer proactively
0,2,35.1,68.75,1,34.375,70.2,2,3,0,1,1,0,0,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,1,0.9993781,ChurnBinary,Contact customer proactively
0,18,24.65,471.35,0,26.186111111111117,443.7,2,1,0,0,0,0,0,1,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,0,0.00015950973,ChurnBinary,Contact customer proactively
0,51,56.15,2898.95,0,56.84215686274509,2863.65,5,2,0,1,0,1,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,0,0.00024772697,ChurnBinary,Contact customer proactively
0,60,109.45,6572.85,0,109.5475,6567.0,8,3,0,0,0,1,1,3,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0,0.0003815237,ChurnBinary,Contact customer proactively
0,24,55.15,1319.85,0,54.99375,1323.6,4,3,0,1,0,0,0,4,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.00034403338,ChurnBinary,Contact customer proactively
0,70,115.65,7968.85,1,113.84071428571428,8095.5,9,2,0,0,0,1,1,2,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,1,0.99859506,ChurnBinary,Contact customer proactively
0,12,53.75,648.65,0,54.05416666666667,645.0,4,3,0,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,0,0.00028883218,ChurnBinary,Contact customer proactively
0,25,61.6,1611.0,0,64.44,1540.0,5,2,0,0,0,0,0,2,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0,0.00017926916,ChurnBinary,Contact customer proactively
0,36,20.35,695.85,0,19.329166666666666,732.6,1,2,0,0,0,0,0,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,0,0.0001721428,ChurnBinary,Contact customer proactively
0,11,90.6,1020.2,0,92.74545454545456,996.6,4,3,1,1,0,0,1,5,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0,0.00066272396,ChurnBinary,Contact customer proactively
0,7,89.75,608.8,1,86.97142857142856,628.25,5,3,1,1,0,0,0,5,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1,0.9994616,ChurnBinary,Contact customer proactively
1,26,98.1,2510.7,0,96.5653846153846,2550.6,6,3,0,0,0,0,1,3,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0,0.00047441677,ChurnBinary,Contact customer proactively
0,41,74.25,3089.1,0,75.34390243902439,3044.25,3,3,0,1,0,1,0,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0,0.0005220591,ChurnBinary,Contact customer proactively
