ChurnProbability,TopRiskFactor,RetentionRecommendation
0.00017376519,ChurnBinary,Contact customer proactively
0.9990767,ChurnBinary,Contact customer proactively
0.0003805896,ChurnBinary,Contact customer proactively
0.0004950216,ChurnBinary,Contact customer proactively
0.00029884436,ChurnBinary,Contact customer proactively
0.9993925,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00025093378,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9991032,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.00025833896,ChurnBinary,Contact customer proactively
0.99925727,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99930155,ChurnBinary,Contact customer proactively
0.00070183526,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.99852294,ChurnBinary,Contact customer proactively
0.9990959,ChurnBinary,Contact customer proactively
0.00025712946,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0003367776,ChurnBinary,Contact customer proactively
0.00025177663,ChurnBinary,Contact customer proactively
0.99887425,ChurnBinary,Contact customer proactively
0.00025726092,ChurnBinary,Contact customer proactively
0.00027276794,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.9990965,ChurnBinary,Contact customer proactively
0.00023994433,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.99926335,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9987949,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.9991961,ChurnBinary,Contact customer proactively
0.00077697204,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.00025944007,ChurnBinary,Contact customer proactively
0.9991634,ChurnBinary,Contact customer proactively
0.00020870232,ChurnBinary,Contact customer proactively
0.000541742,ChurnBinary,Contact customer proactively
0.00029461258,ChurnBinary,Contact customer proactively
0.0002117654,ChurnBinary,Contact customer proactively
0.00018173891,ChurnBinary,Contact customer proactively
0.9989567,ChurnBinary,Contact customer proactively
0.00033496608,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0006265691,ChurnBinary,Contact customer proactively
0.00021432113,ChurnBinary,Contact customer proactively
0.00020588606,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00038458765,ChurnBinary,Contact customer proactively
0.00030280073,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.9994729,ChurnBinary,Contact customer proactively
0.9988481,ChurnBinary,Contact customer proactively
0.99872214,ChurnBinary,Contact customer proactively
0.0003727633,ChurnBinary,Contact customer proactively
0.9981754,ChurnBinary,Contact customer proactively
0.9994055,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00023481948,ChurnBinary,Contact customer proactively
0.00033496608,ChurnBinary,Contact customer proactively
0.00043593213,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0003525826,ChurnBinary,Contact customer proactively
0.00024531427,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00024286509,ChurnBinary,Contact customer proactively
0.00041126803,ChurnBinary,Contact customer proactively
0.00021667457,ChurnBinary,Contact customer proactively
0.00044898278,ChurnBinary,Contact customer proactively
0.0002768362,ChurnBinary,Contact customer proactively
0.00052163156,ChurnBinary,Contact customer proactively
0.0002585016,ChurnBinary,Contact customer proactively
0.00025833896,ChurnBinary,Contact customer proactively
0.00024673718,ChurnBinary,Contact customer proactively
0.9993031,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9987135,ChurnBinary,Contact customer proactively
0.9993228,ChurnBinary,Contact customer proactively
0.99873024,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00025726092,ChurnBinary,Contact customer proactively
0.00023310384,ChurnBinary,Contact customer proactively
0.00028983626,ChurnBinary,Contact customer proactively
0.0006559251,ChurnBinary,Contact customer proactively
0.999448,ChurnBinary,Contact customer proactively
0.00035683333,ChurnBinary,Contact customer proactively
0.99760854,ChurnBinary,Contact customer proactively
0.00040183522,ChurnBinary,Contact customer proactively
0.0004798211,ChurnBinary,Contact customer proactively
0.00024866973,ChurnBinary,Contact customer proactively
0.00021266397,ChurnBinary,Contact customer proactively
0.00024531427,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9985781,ChurnBinary,Contact customer proactively
0.00017738654,ChurnBinary,Contact customer proactively
0.00025833896,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.00054431596,ChurnBinary,Contact customer proactively
0.0005789139,ChurnBinary,Contact customer proactively
0.00021415853,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00023101959,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00028082798,ChurnBinary,Contact customer proactively
0.99932575,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994729,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00049081596,ChurnBinary,Contact customer proactively
0.9994862,ChurnBinary,Contact customer proactively
0.9990988,ChurnBinary,Contact customer proactively
0.0002560565,ChurnBinary,Contact customer proactively
0.00027405095,ChurnBinary,Contact customer proactively
0.9987715,ChurnBinary,Contact customer proactively
0.0006041117,ChurnBinary,Contact customer proactively
0.0002485562,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00025712946,ChurnBinary,Contact customer proactively
0.0006333964,ChurnBinary,Contact customer proactively
0.00017738654,ChurnBinary,Contact customer proactively
0.00025064254,ChurnBinary,Contact customer proactively
0.0005773344,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.99920386,ChurnBinary,Contact customer proactively
0.00027637256,ChurnBinary,Contact customer proactively
0.9990428,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00078176084,ChurnBinary,Contact customer proactively
0.0005699745,ChurnBinary,Contact customer proactively
0.99929273,ChurnBinary,Contact customer proactively
0.00017926916,ChurnBinary,Contact customer proactively
0.00027405095,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.99951303,ChurnBinary,Contact customer proactively
0.0004059405,ChurnBinary,Contact customer proactively
0.000425583,ChurnBinary,Contact customer proactively
0.99945194,ChurnBinary,Contact customer proactively
0.9990465,ChurnBinary,Contact customer proactively
0.99882513,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00037856537,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00039291114,ChurnBinary,Contact customer proactively
0.9981817,ChurnBinary,Contact customer proactively
0.9990132,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.0005831695,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.0004409134,ChurnBinary,Contact customer proactively
0.00059998257,ChurnBinary,Contact customer proactively
0.00026849692,ChurnBinary,Contact customer proactively
0.00030416728,ChurnBinary,Contact customer proactively
0.00018626945,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00019335581,ChurnBinary,Contact customer proactively
0.0007027669,ChurnBinary,Contact customer proactively
0.9994729,ChurnBinary,Contact customer proactively
0.00022224634,ChurnBinary,Contact customer proactively
0.0004513911,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.0006297301,ChurnBinary,Contact customer proactively
0.9992894,ChurnBinary,Contact customer proactively
0.00026178718,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.00018626945,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99919885,ChurnBinary,Contact customer proactively
0.00018130933,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.0004572222,ChurnBinary,Contact customer proactively
0.00025637966,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.0002901907,ChurnBinary,Contact customer proactively
0.00023373547,ChurnBinary,Contact customer proactively
0.0002473925,ChurnBinary,Contact customer proactively
0.00025726092,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99816626,ChurnBinary,Contact customer proactively
0.99917275,ChurnBinary,Contact customer proactively
0.00044000146,ChurnBinary,Contact customer proactively
0.9990264,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00044277526,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00021412587,ChurnBinary,Contact customer proactively
0.00017758504,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00040931808,ChurnBinary,Contact customer proactively
0.0003448057,ChurnBinary,Contact customer proactively
0.00024416577,ChurnBinary,Contact customer proactively
0.00033641836,ChurnBinary,Contact customer proactively
0.0003989974,ChurnBinary,Contact customer proactively
0.00026606917,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.99949133,ChurnBinary,Contact customer proactively
0.0006493655,ChurnBinary,Contact customer proactively
0.9992754,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.00029259548,ChurnBinary,Contact customer proactively
0.00045905708,ChurnBinary,Contact customer proactively
0.0003046226,ChurnBinary,Contact customer proactively
0.00018268962,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00026066042,ChurnBinary,Contact customer proactively
0.99936146,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.99925905,ChurnBinary,Contact customer proactively
0.99941325,ChurnBinary,Contact customer proactively
0.00037908956,ChurnBinary,Contact customer proactively
0.00017738654,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00041941053,ChurnBinary,Contact customer proactively
0.00021667457,ChurnBinary,Contact customer proactively
0.00018130933,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.0007027669,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.998536,ChurnBinary,Contact customer proactively
0.00031690366,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99917597,ChurnBinary,Contact customer proactively
0.00016677137,ChurnBinary,Contact customer proactively
0.0002117654,ChurnBinary,Contact customer proactively
0.99945956,ChurnBinary,Contact customer proactively
0.00017738654,ChurnBinary,Contact customer proactively
0.99785113,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00021005225,ChurnBinary,Contact customer proactively
0.00045474054,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9992865,ChurnBinary,Contact customer proactively
0.0004187877,ChurnBinary,Contact customer proactively
0.9992156,ChurnBinary,Contact customer proactively
0.00027179858,ChurnBinary,Contact customer proactively
0.0002901907,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.998536,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00045905708,ChurnBinary,Contact customer proactively
0.000437575,ChurnBinary,Contact customer proactively
0.99923444,ChurnBinary,Contact customer proactively
0.00045930786,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00018130933,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0004125414,ChurnBinary,Contact customer proactively
0.00040541048,ChurnBinary,Contact customer proactively
0.99950564,ChurnBinary,Contact customer proactively
0.00028883218,ChurnBinary,Contact customer proactively
0.99907804,ChurnBinary,Contact customer proactively
0.9984218,ChurnBinary,Contact customer proactively
0.00026618282,ChurnBinary,Contact customer proactively
0.00028960285,ChurnBinary,Contact customer proactively
0.0002901907,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9993445,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00041509036,ChurnBinary,Contact customer proactively
0.00020494984,ChurnBinary,Contact customer proactively
0.00024260057,ChurnBinary,Contact customer proactively
0.00038973094,ChurnBinary,Contact customer proactively
0.00046302774,ChurnBinary,Contact customer proactively
0.0007522108,ChurnBinary,Contact customer proactively
0.99870753,ChurnBinary,Contact customer proactively
0.00026178718,ChurnBinary,Contact customer proactively
0.00045578447,ChurnBinary,Contact customer proactively
0.0002613657,ChurnBinary,Contact customer proactively
0.9993037,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9991959,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0007216907,ChurnBinary,Contact customer proactively
0.00041068994,ChurnBinary,Contact customer proactively
0.00070010836,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00025726092,ChurnBinary,Contact customer proactively
0.00036936227,ChurnBinary,Contact customer proactively
0.9993262,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.00045905708,ChurnBinary,Contact customer proactively
0.9994241,ChurnBinary,Contact customer proactively
0.99852294,ChurnBinary,Contact customer proactively
0.00027233007,ChurnBinary,Contact customer proactively
0.99873906,ChurnBinary,Contact customer proactively
0.99951303,ChurnBinary,Contact customer proactively
0.0002075767,ChurnBinary,Contact customer proactively
0.00048129816,ChurnBinary,Contact customer proactively
0.99937516,ChurnBinary,Contact customer proactively
0.00023568979,ChurnBinary,Contact customer proactively
0.00027763442,ChurnBinary,Contact customer proactively
0.00029104605,ChurnBinary,Contact customer proactively
0.00036167918,ChurnBinary,Contact customer proactively
0.00021110756,ChurnBinary,Contact customer proactively
0.0005222116,ChurnBinary,Contact customer proactively
0.9993031,ChurnBinary,Contact customer proactively
0.00022224634,ChurnBinary,Contact customer proactively
0.99825484,ChurnBinary,Contact customer proactively
0.00022259096,ChurnBinary,Contact customer proactively
0.99925023,ChurnBinary,Contact customer proactively
0.00016521425,ChurnBinary,Contact customer proactively
0.00029180513,ChurnBinary,Contact customer proactively
0.00043073384,ChurnBinary,Contact customer proactively
0.00045725142,ChurnBinary,Contact customer proactively
0.00021189748,ChurnBinary,Contact customer proactively
0.9978309,ChurnBinary,Contact customer proactively
0.00017876015,ChurnBinary,Contact customer proactively
0.00027214867,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00035980332,ChurnBinary,Contact customer proactively
0.0004981983,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0005941347,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00021756288,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00016103535,ChurnBinary,Contact customer proactively
0.00042188625,ChurnBinary,Contact customer proactively
0.0002560565,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.9994388,ChurnBinary,Contact customer proactively
0.99938357,ChurnBinary,Contact customer proactively
0.99923694,ChurnBinary,Contact customer proactively
0.99789137,ChurnBinary,Contact customer proactively
0.00078176084,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994678,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00057993055,ChurnBinary,Contact customer proactively
0.00064291095,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00025712946,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.9991696,ChurnBinary,Contact customer proactively
0.00022046105,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9992865,ChurnBinary,Contact customer proactively
0.00045921505,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0003580611,ChurnBinary,Contact customer proactively
0.00028883218,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00025726092,ChurnBinary,Contact customer proactively
0.0006457536,ChurnBinary,Contact customer proactively
0.00034631154,ChurnBinary,Contact customer proactively
0.00038030703,ChurnBinary,Contact customer proactively
0.99929976,ChurnBinary,Contact customer proactively
0.9992933,ChurnBinary,Contact customer proactively
0.00041627814,ChurnBinary,Contact customer proactively
0.00028519664,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017926916,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00035461664,ChurnBinary,Contact customer proactively
0.00046792,ChurnBinary,Contact customer proactively
0.00022745201,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99824286,ChurnBinary,Contact customer proactively
0.0004972862,ChurnBinary,Contact customer proactively
0.0005047113,ChurnBinary,Contact customer proactively
0.0007522108,ChurnBinary,Contact customer proactively
0.9991628,ChurnBinary,Contact customer proactively
0.99915874,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00055104215,ChurnBinary,Contact customer proactively
0.00044223806,ChurnBinary,Contact customer proactively
0.00044805353,ChurnBinary,Contact customer proactively
0.00032577824,ChurnBinary,Contact customer proactively
0.00021189748,ChurnBinary,Contact customer proactively
0.00017758504,ChurnBinary,Contact customer proactively
0.99895644,ChurnBinary,Contact customer proactively
0.00020237821,ChurnBinary,Contact customer proactively
0.99930155,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.00043558385,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.0004632589,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.0003178513,ChurnBinary,Contact customer proactively
0.0002197048,ChurnBinary,Contact customer proactively
0.00017987049,ChurnBinary,Contact customer proactively
0.00032843614,ChurnBinary,Contact customer proactively
0.00029043402,ChurnBinary,Contact customer proactively
0.9990965,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0005374403,ChurnBinary,Contact customer proactively
0.00017925873,ChurnBinary,Contact customer proactively
0.9991109,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.0005392041,ChurnBinary,Contact customer proactively
0.00028370478,ChurnBinary,Contact customer proactively
0.00023716017,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.000375345,ChurnBinary,Contact customer proactively
0.0004187877,ChurnBinary,Contact customer proactively
0.9994728,ChurnBinary,Contact customer proactively
0.0002837697,ChurnBinary,Contact customer proactively
0.00034382014,ChurnBinary,Contact customer proactively
0.00019131343,ChurnBinary,Contact customer proactively
0.00024438096,ChurnBinary,Contact customer proactively
0.00020290009,ChurnBinary,Contact customer proactively
0.9993693,ChurnBinary,Contact customer proactively
0.00024197684,ChurnBinary,Contact customer proactively
0.00023586377,ChurnBinary,Contact customer proactively
0.0002075767,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9989003,ChurnBinary,Contact customer proactively
0.00017376519,ChurnBinary,Contact customer proactively
0.0002186755,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.999225,ChurnBinary,Contact customer proactively
0.00017926916,ChurnBinary,Contact customer proactively
0.00022745201,ChurnBinary,Contact customer proactively
0.000221466,ChurnBinary,Contact customer proactively
0.0004043591,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9994382,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9994241,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9993368,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0002598815,ChurnBinary,Contact customer proactively
0.999371,ChurnBinary,Contact customer proactively
0.000425583,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.00045738937,ChurnBinary,Contact customer proactively
0.00021432113,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00022364035,ChurnBinary,Contact customer proactively
0.00029402555,ChurnBinary,Contact customer proactively
0.00027579136,ChurnBinary,Contact customer proactively
0.000465465,ChurnBinary,Contact customer proactively
0.0006493655,ChurnBinary,Contact customer proactively
0.00026040085,ChurnBinary,Contact customer proactively
0.00018323357,ChurnBinary,Contact customer proactively
0.00022109089,ChurnBinary,Contact customer proactively
0.99928975,ChurnBinary,Contact customer proactively
0.00020668244,ChurnBinary,Contact customer proactively
0.00025726092,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00057157985,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00046552296,ChurnBinary,Contact customer proactively
0.00049159344,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00021432113,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00041627814,ChurnBinary,Contact customer proactively
0.0006735643,ChurnBinary,Contact customer proactively
0.9993167,ChurnBinary,Contact customer proactively
0.00050697505,ChurnBinary,Contact customer proactively
0.00025637966,ChurnBinary,Contact customer proactively
0.00016103535,ChurnBinary,Contact customer proactively
0.00043643924,ChurnBinary,Contact customer proactively
0.00017876015,ChurnBinary,Contact customer proactively
0.99760854,ChurnBinary,Contact customer proactively
0.9984225,ChurnBinary,Contact customer proactively
0.99904746,ChurnBinary,Contact customer proactively
0.00047325826,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.0004905482,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0004217984,ChurnBinary,Contact customer proactively
0.0002962914,ChurnBinary,Contact customer proactively
0.00023218665,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0005047113,ChurnBinary,Contact customer proactively
0.0003805896,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00031971437,ChurnBinary,Contact customer proactively
0.999516,ChurnBinary,Contact customer proactively
0.9994789,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.0003498391,ChurnBinary,Contact customer proactively
0.99916995,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00022259096,ChurnBinary,Contact customer proactively
0.00072613836,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00035117735,ChurnBinary,Contact customer proactively
0.0004557586,ChurnBinary,Contact customer proactively
0.99943644,ChurnBinary,Contact customer proactively
0.00022024193,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00032616733,ChurnBinary,Contact customer proactively
0.9994616,ChurnBinary,Contact customer proactively
0.00015950973,ChurnBinary,Contact customer proactively
0.99871516,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.9990081,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.9991373,ChurnBinary,Contact customer proactively
0.00051537843,ChurnBinary,Contact customer proactively
0.9978714,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9981635,ChurnBinary,Contact customer proactively
0.9994449,ChurnBinary,Contact customer proactively
0.0003815237,ChurnBinary,Contact customer proactively
0.99932575,ChurnBinary,Contact customer proactively
0.00052507885,ChurnBinary,Contact customer proactively
0.9992982,ChurnBinary,Contact customer proactively
0.9992229,ChurnBinary,Contact customer proactively
0.00058539404,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.9992052,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.99905735,ChurnBinary,Contact customer proactively
0.9994241,ChurnBinary,Contact customer proactively
0.99929976,ChurnBinary,Contact customer proactively
0.9991009,ChurnBinary,Contact customer proactively
0.00025833896,ChurnBinary,Contact customer proactively
0.00020870232,ChurnBinary,Contact customer proactively
0.9992398,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.00015802041,ChurnBinary,Contact customer proactively
0.0001721428,ChurnBinary,Contact customer proactively
0.00034277528,ChurnBinary,Contact customer proactively
0.00016724608,ChurnBinary,Contact customer proactively
0.00047888665,ChurnBinary,Contact customer proactively
0.0006258553,ChurnBinary,Contact customer proactively
0.9992555,ChurnBinary,Contact customer proactively
0.00017426015,ChurnBinary,Contact customer proactively
0.99949694,ChurnBinary,Contact customer proactively
0.00025712946,ChurnBinary,Contact customer proactively
