gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary,ARPM,CLV_proxy,ServiceCount,ContractRiskScore,TenureSegment,ChargesSegment,HighRiskFlag,ElectronicCheckFlag,NewCustomerFlag,LongTermCustomerFlag,PremiumCustomerFlag,TotalRiskScore
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,1,1,81.385,856.0,4,3,New,High,1,1,0,0,0,5
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,0,0,80.40737704918034,5011.150000000001,4,3,Loyal,High,0,1,0,1,0,4
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,4484.05,0,0,83.03796296296296,4557.6,5,2,Loyal,High,0,1,0,1,0,3
Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,0,0,61.631818181818176,2009.7,5,3,Established,Medium,0,0,0,0,0,3
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,538.2,0,0,19.933333333333334,546.75,1,1,Established,Low,0,0,0,0,0,1
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,1,1,79.2,79.2,3,3,New,High,1,1,1,0,0,6
Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,0,0,95.34347826086957,2191.9,5,3,Developing,Premium,0,0,0,0,1,3
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,0,19.85,19.85,1,3,New,Low,0,0,1,0,0,4
Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,0,0,85.73444444444445,3795.7499999999995,8,1,Established,High,0,0,0,1,0,1
Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,0,0,21.91794871794872,774.1500000000001,1,1,Established,Low,0,0,0,1,0,1
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,1,1,69.47999999999999,350.0,5,2,New,Medium,0,0,1,0,0,3
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,0,0,80.76597222222222,5925.599999999999,8,1,Loyal,High,0,0,0,1,0,1
Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,0,0,68.45517241379311,3874.3999999999996,5,3,Loyal,Medium,0,0,0,1,0,3
Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,0,0,43.68785714285715,3122.0,5,1,Loyal,Medium,0,0,0,1,0,1
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,0,0,100.74098360655738,6005.45,6,2,Loyal,Premium,0,0,0,1,1,2
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,0,0,64.6,141.4,2,3,New,High,1,0,1,0,0,5
Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,0,0,25.345652173913045,1147.7,2,2,Established,Low,0,0,0,1,0,2
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,1,1,49.95,49.95,3,3,New,Medium,0,0,1,0,0,4
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,1,1,70.63636363636364,1523.5,2,3,Developing,Medium,0,1,0,0,0,4
Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,0,0,102.171875,4920.0,7,1,Established,Premium,0,0,0,1,1,1
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,0,0,88.00859375,5539.2,8,1,Loyal,High,0,0,0,1,0,1
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,0,0,22.822916666666668,1749.6000000000001,2,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,0,0,61.7125,700.2,4,3,New,Medium,0,0,0,0,0,3
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,1,1,94.63382352941177,3204.5,6,3,Established,Premium,0,1,0,0,1,4
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,0,0,67.89166666666667,4950.0,6,1,Loyal,Medium,0,0,0,1,0,1
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,0,0,84.14655172413794,2488.2,5,3,Established,High,0,1,0,0,0,4
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,0,0,18.804545454545455,663.3000000000001,1,2,Established,Low,0,0,0,0,0,2
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,0,0,20.35,20.35,1,3,New,Low,0,0,1,0,0,4
Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,0,0,110.33790322580644,6869.599999999999,8,2,Loyal,Premium,0,1,0,1,1,3
Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,1,1,73.19999999999999,2993.0,6,2,Established,High,0,1,0,1,0,3
Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,1,1,97.721875,6403.2,6,2,Loyal,Premium,0,0,0,1,1,2
Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,0,0,79.9,331.4,4,3,New,High,1,0,1,0,0,5
Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,0,0,80.75208333333333,2024.3999999999999,5,3,Developing,High,0,1,0,0,0,4
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,0,0,21.035714285714285,273.7,1,2,Developing,Low,0,0,0,0,0,2
Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,0,0,19.433333333333334,59.849999999999994,1,3,New,Low,0,0,1,0,0,4
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,1,1,110.7125,399.2,6,3,New,Premium,1,0,1,0,1,5
Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,1,1,30.72222222222222,630.0,2,3,Developing,Low,0,1,0,0,0,4
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,0,0,68.30625,530.0,4,3,New,Medium,0,1,0,0,0,4
Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,0,0,22.774285714285714,815.5,2,1,Established,Low,0,0,0,0,0,1
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,1,1,76.0,76.0,3,3,New,High,1,1,1,0,0,6
Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,0,0,25.36060606060606,1669.8,2,1,Loyal,Low,0,0,0,1,0,1
Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,0,0,42.93125,356.4,4,1,New,Medium,0,0,0,0,0,1
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,0,0,104.39788732394366,7391.099999999999,7,2,Loyal,Premium,0,0,0,1,1,2
Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0,0,93.93023255813954,3979.65,5,3,Established,Premium,0,0,0,1,1,3
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,1,1,85.425,187.7,5,3,New,Premium,1,1,1,0,1,6
Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,0,0,101.67586206896551,2942.05,6,3,Established,Premium,0,0,0,0,1,3
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,1,87.22666666666667,1264.5,4,3,Developing,High,0,1,0,0,0,4
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,0,0,93.51923076923077,6145.75,7,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,0,0,97.66285714285713,3342.5,6,3,Established,Premium,0,1,0,0,1,4
Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,0,0,103.184375,6419.2,6,2,Loyal,Premium,0,0,0,1,1,2
Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,0,0,54.601724137931036,3219.0,5,1,Loyal,Medium,0,0,0,1,0,1
Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,0,0,48.09722222222222,897.3000000000001,3,3,Developing,Medium,0,0,0,0,0,3
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,0,0,95.12089552238807,5999.849999999999,5,3,Loyal,High,0,0,0,1,0,3
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,0,0,18.683333333333334,1206.4499999999998,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,0,0,99.7625,5988.0,6,3,Loyal,Premium,0,1,0,1,1,4
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,1,1,81.38888888888889,759.6,4,3,New,High,1,0,0,0,0,4
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,0,0,112.415,7913.5,9,1,Loyal,Premium,0,0,0,1,1,1
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,1,1,100.27,1516.5,6,3,Developing,Premium,0,1,0,0,1,4
Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,0,0,19.514583333333334,957.5999999999999,1,2,Established,Low,0,0,0,1,0,2
Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,0,0,61.78333333333333,889.8000000000001,6,3,New,High,0,1,0,0,0,4
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,0,0,92.74929577464789,6532.0,7,2,Loyal,Premium,0,1,0,1,1,3
Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,0,0,70.96363636363637,3249.3999999999996,3,3,Established,High,0,1,0,1,0,4
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,1,1,50.45,50.45,3,3,New,Medium,0,1,1,0,0,5
Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,0,0,24.183333333333334,1100.25,2,1,Established,Low,0,0,0,1,0,1
Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,0,0,26.754347826086956,570.4,2,2,Developing,Low,0,0,0,0,0,2
Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,0,0,67.63255813953488,2788.5499999999997,5,2,Established,Medium,0,0,0,1,0,2
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,0,0,21.14,726.25,1,3,Established,Low,0,0,0,0,0,3
Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,0,0,65.98333333333333,620.5500000000001,6,3,New,Medium,0,0,0,0,0,3
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,1,1,94.39583333333333,1199.4,6,3,New,Premium,0,0,0,0,1,3
Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,0,0,111.19153846153846,7111.0,8,3,Loyal,Premium,0,0,0,1,1,3
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,1,1,96.8,182.8,5,3,New,Premium,1,1,1,0,1,6
Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,0,0,47.827777777777776,1323.0,3,3,Established,Medium,0,0,0,0,0,3
Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,0,0,50.58875,2010.0,3,2,Established,Medium,0,0,0,1,0,2
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,1,1,69.92999999999999,377.75,3,3,New,High,1,0,1,0,0,5
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,0,0,19.24375,159.2,1,2,New,Low,0,0,0,0,0,2
Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,0,0,94.11724137931034,5672.4,6,2,Loyal,Premium,0,0,0,1,1,2
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,0,0,100.85480769230769,5215.599999999999,6,2,Loyal,Premium,0,1,0,1,1,3
Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,0,0,51.51666666666667,167.39999999999998,4,3,New,Medium,0,0,1,0,0,4
Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,0,0,109.93048780487804,4557.150000000001,8,1,Established,Premium,0,1,0,1,1,2
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,0,0,101.5975,1971.0,6,3,Developing,Premium,0,0,0,0,1,3
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,0,0,50.05,50.05,3,3,New,Medium,0,1,1,0,0,5
Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,1,1,83.1125,323.2,4,3,New,High,1,0,1,0,0,5
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,0,0,20.604347826086954,479.55,1,3,Developing,Low,0,1,0,0,0,4
Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,0,0,17.8,117.0,1,3,New,Low,0,0,0,0,0,3
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,0,0,19.075,154.8,1,3,New,Low,0,0,0,0,0,3
Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,0,0,66.63333333333334,1251.0,6,3,Developing,Medium,0,0,0,0,0,3
Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,0,0,49.135576923076925,2537.6,4,3,Loyal,Medium,0,0,0,1,0,3
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,0,0,96.1032258064516,2929.5,5,3,Established,Premium,0,1,0,0,1,4
Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,0,0,22.58103448275862,598.8499999999999,1,3,Established,Low,0,0,0,0,0,3
Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,0,0,106.51111111111112,3817.7999999999997,8,1,Established,Premium,0,0,0,0,1,1
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,1,1,95.921875,1600.0,6,3,Developing,Premium,0,1,0,0,1,4
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,0,0,109.19404761904761,4548.599999999999,7,2,Established,Premium,0,1,0,1,1,3
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,1,1,20.55,20.55,1,3,New,Low,0,1,1,0,0,5
Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,0,0,99.0175,5979.0,6,1,Loyal,Premium,0,1,0,1,1,2
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,1,1,84.83,426.5,5,3,New,High,1,1,1,0,0,6
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,0,0,101.58863636363635,2109.8,6,3,Developing,Premium,0,0,0,0,1,3
Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,0,0,18.520833333333332,720.0,1,2,Established,Low,0,0,0,0,0,2
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,1,1,70.25,281.6,2,3,New,High,1,1,1,0,0,6
Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,0,0,60.86666666666666,584.5500000000001,5,3,New,Medium,0,0,0,0,0,3
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,0,0,74.6,74.6,3,3,New,High,1,0,1,0,0,5
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,0,0,47.59583333333333,590.4000000000001,3,3,New,Medium,0,1,0,0,0,4
Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,0,0,76.37391304347825,1696.25,6,2,Developing,High,0,0,0,0,0,2
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,0,0,92.44274193548387,5722.599999999999,6,2,Loyal,Premium,0,0,0,1,1,2
Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,1,1,93.9337837837838,3655.6,6,3,Established,Premium,0,0,0,1,1,3
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,0,0,19.60625,153.6,1,3,New,Low,0,0,0,0,0,3
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,0,0,86.55483870967741,2748.15,5,3,Established,High,0,0,0,0,0,3
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,1,1,68.98076923076923,967.2,3,3,Developing,High,0,0,0,0,0,3
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,1,1,100.30416666666667,2370.0,6,3,Developing,Premium,0,1,0,0,1,4
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,0,0,99.03666666666666,4317.75,6,3,Established,Premium,0,0,0,1,1,3
Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,0,0,101.4340579710145,7272.6,7,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,0,0,18.4,40.5,1,3,New,Low,0,0,1,0,0,4
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,1,1,107.33934426229509,6466.0,7,2,Loyal,Premium,0,1,0,1,1,3
Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,1,1,106.00975609756097,4292.7,7,3,Established,Premium,0,1,0,1,1,4
Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265.0,0,0,51.47727272727273,2158.2,4,2,Established,Medium,0,1,0,1,0,3
Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,0,0,33.56794871794872,1386.4499999999998,3,2,Established,Medium,0,0,0,1,0,2
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,0,0,66.03194444444445,4687.2,7,1,Loyal,Medium,0,0,0,1,0,1
Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,0,0,95.04230769230769,1259.05,5,3,Developing,Premium,0,1,0,0,1,4
Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,0,0,69.8529411764706,3557.25,6,2,Loyal,Medium,0,0,0,1,0,2
Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,0,0,101.60211267605634,7043.2,6,1,Loyal,Premium,0,1,0,1,1,2
Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,1,1,94.67954545454545,2127.4,5,3,Developing,Premium,0,1,0,0,1,4
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,1,1,51.375,110.1,4,3,New,Medium,0,0,1,0,0,4
Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,0,0,105.61428571428571,5980.8,7,2,Loyal,Premium,0,1,0,1,1,3
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,0,0,51.25,51.25,3,3,New,Medium,0,0,1,0,0,4
Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,0,0,55.77608695652174,1328.25,5,2,Developing,Medium,0,0,0,0,0,2
Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,0,0,71.80075757575759,4676.099999999999,6,2,Loyal,High,0,0,0,1,0,2
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,0,19.55,19.55,1,3,New,Low,0,0,1,0,0,4
